work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP300/2026-2027/160803-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Kedareswar Dev Temple, GP-Tangiapada",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP353/2026-2027/196111-Construction of culverts and bridges,Kerala,IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),Adv Dean Kuriakose,IDUKKI,Normal/Others,Construction of Culvert at Azhakathu pady on Kaippanplackal pady- Varikkamuthan-Inchappara road in ward 7th of Idukki Kanjikkuzhy Grama Panchayath in Idukki Block,2025-05-02,2026-08-24,1636000.0,479,Sanction,47.1,15.0,100.0,0.0,15.0,18.84,2.25,15.0,0.0,2.25,38.34,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 479 days.
WS/MP18152/2025-2026/140031-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Purchase of Steel mobile water tanker,2024-09-09,2025-04-16,200000.0,219,Physical Inspection,18.6,15.0,75.0,100.0,15.0,7.44,2.25,11.25,15.0,2.25,38.19,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 219 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP300/2026-2027/160805-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Mahadev Mandira, GP-Keranga",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP300/2026-2027/160820-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Chancheli Mandira, GP-Nalipada Arjunpur",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP300/2026-2027/160821-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Shree Shree Balukeswar Dev Temple, GP-Nalipada Arjunpur",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP300/2026-2027/160802-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Krushna Mandira, GP-Tangiapada",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP300/2026-2027/160801-Installing community drinking water plants,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Smt Aparajita Sarangi,BHUBANESWAR,Normal/Others,"Block-Khordha, Installation of Cold Drinking Water at Maa Durga Temple, GP-Pubusahi",2024-12-22,2026-07-27,100000.0,582,Vendor Identification,46.8,15.0,100.0,0.0,15.0,18.72,2.25,15.0,0.0,2.25,38.22,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 582 days.
WS/MP716/2024-2025/141811-Purchase of mobile water tankers,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,Normal/Others,Stainless Steel Mobile Water Tank With Fire Fighting equipment (Capacity 5000 Ltr),2024-09-19,2025-01-01,400000.0,104,Physical Inspection,29.7,15.0,45.0,100.0,15.0,11.88,2.25,6.75,15.0,2.25,38.13,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP433/2026-2027/194415-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of pavers block road from Shiva temple to Bhuneshwar Hazam land in village Pathaldiha of Panchayat Aura of Block Bagodar,2025-04-25,2026-05-19,300000.0,389,Vendor Identification,46.9,15.0,100.0,0.0,15.0,18.76,2.25,15.0,0.0,2.25,38.260000000000005,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP716/2024-2025/141810-Purchase of mobile water tankers,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,Normal/Others,Stainless Steel Mobile Water Tank With Fire Fighting equipment (Capacity 5000 Ltr),2024-09-19,2025-01-01,400000.0,104,Physical Inspection,29.7,15.0,45.0,100.0,15.0,11.88,2.25,6.75,15.0,2.25,38.13,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP716/2024-2025/141809-Purchase of mobile water tankers,Punjab,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),Smt Harsimrat Kaur Badal,BHATINDA,Normal/Others,Stainless Steel Mobile Water Tank With Fire Fighting equipment (Capacity 5000 Ltr),2024-09-19,2025-01-01,400000.0,104,Physical Inspection,29.7,15.0,45.0,100.0,15.0,11.88,2.25,6.75,15.0,2.25,38.13,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2025-2026/140032-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Purchase of Steel mobile water tanker,2024-09-09,2025-04-16,200000.0,219,Physical Inspection,18.6,15.0,75.0,100.0,15.0,7.44,2.25,11.25,15.0,2.25,38.19,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 219 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18154/2025-2026/166573-Construction of roads, link roads, pathways or any other road with or without drainage system",Punjab,GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"Construction of Street in the Village, The working agency will be Gram Panchayat",2025-02-05,2025-06-18,500000.0,133,Vendor Identification,30.2,15.0,45.0,100.0,15.0,12.08,2.25,6.75,15.0,2.25,38.33,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2025-2026/140027-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Purchase of Steel mobile water tanker,2024-09-09,2025-04-16,200000.0,219,Physical Inspection,18.6,15.0,75.0,100.0,15.0,7.44,2.25,11.25,15.0,2.25,38.19,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 219 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18067/2026-2027/193232-Construction of New Building,Haryana,SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SATPAL BRAHAMCHARI,SONEPAT,Normal/Others,Installation of Water cooler in Distt. Bar Association.,2025-04-25,2026-05-20,300000.0,390,Sanction,47.1,15.0,100.0,0.0,15.0,18.84,2.25,15.0,0.0,2.25,38.34,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 390 days.
WS/MP18375/2025-2026/187752-Construction of common work sheds/ common covered sitting area,Madhya Pradesh,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),SHIVRAJ SINGH CHOUHAN,VIDISHA,Normal/Others,chabutra,2025-03-29,2025-10-08,300000.0,193,Vendor Identification,18.5,15.0,75.0,100.0,15.0,7.4,2.25,11.25,15.0,2.25,38.15,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 193 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18375/2025-2026/187753-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),SHIVRAJ SINGH CHOUHAN,VIDISHA,Normal/Others,chabutra,2025-03-29,2025-10-08,300000.0,193,Vendor Identification,18.5,15.0,75.0,100.0,15.0,7.4,2.25,11.25,15.0,2.25,38.15,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 193 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18335/2024-2025/150739-Construction of community centers and community halls,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,Construction of cultural stage,2024-11-05,2025-03-28,200000.0,143,Work partially Completed,30.3,15.0,45.0,100.0,15.0,12.12,2.25,6.75,15.0,2.25,38.37,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18335/2024-2025/150732-Construction of common work sheds/ common covered sitting area,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,construction of shed,2024-11-05,2025-03-28,300000.0,143,Work partially Completed,30.3,15.0,45.0,100.0,15.0,12.12,2.25,6.75,15.0,2.25,38.37,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18335/2024-2025/150731-Construction of community centers and community halls,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,Construction of cultural stage,2024-11-05,2025-03-28,200000.0,143,Work partially Completed,30.3,15.0,45.0,100.0,15.0,12.12,2.25,6.75,15.0,2.25,38.37,100.0,75.3,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18278/2025-2026/141850-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM ADBHAR ME (MUKTIDHAM NIRMARAN),2024-09-19,2026-02-05,250000.0,504,Vendor Identification,46.9,15.0,100.0,0.0,15.0,18.76,2.25,15.0,0.0,2.25,38.260000000000005,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 504 days.
WS/MP18152/2025-2026/140024-Purchase of mobile water tankers,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Purchase of Steel mobile water tanker,2024-09-09,2025-04-16,200000.0,219,Physical Inspection,18.6,15.0,75.0,100.0,15.0,7.44,2.25,11.25,15.0,2.25,38.19,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 219 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18036/2025-2026/160896-Lighting of public spaces,Bihar,SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA),ARUN BHARTI,JAMUI(SC),Normal/Others,Installation of High Mast Light,2024-12-22,2025-12-12,993453.0,355,Physical Inspection,18.2,15.0,75.0,100.00000000000003,15.0,7.28,2.25,11.25,15.0,2.25,38.03,100.00000000000003,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 355 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18007/2025-2026/137058-Setting up of laboratories,Andhra Pradesh,Eluru(DISTRICT COLLECTOR ELURU_IDA),Putta Mahesh Kumar,ELURU,Normal/Others,Providing Laboratory equipment to Physical Science/Biological Science/Mathematics and Social Studies.,2024-08-26,2025-05-23,400000.0,270,Physical Inspection,18.4,15.0,75.0,100.00000000000009,15.0,7.36,2.25,11.25,15.0,2.25,38.11,100.00000000000009,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 270 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152046-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152045-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152044-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152043-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152042-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152041-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152040-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152039-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152038-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP568/2025-2026/164609-Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,DURG(DISTRICT COLLECTOR DURG_IDA),Vijay Baghel,DURG,Normal/Others,Purchase of Books for School,2025-01-09,2025-05-26,100000.0,137,Work Completed,29.3,15.0,45.0,100.0,15.0,11.72,2.25,6.75,15.0,2.25,37.97,100.0,75.2,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP243/2025-2026/152049-Providing CCTV camera system for security of public areas,West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Kakoli Ghosh Dastidar,BARASAT,Normal/Others,hers     Providing CCTV camera system for security of public areas,2024-11-11,2025-08-22,112000.0,284,Physical Inspection,18.3,15.0,75.0,100.00000000000004,15.0,7.32,2.25,11.25,15.0,2.25,38.07,100.00000000000004,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 284 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18376/2026-2027/197886-Construction of footpaths and pedestrian ways,Maharashtra,MUMBAI(DISTRICT COLLECTOR MUMBAI CITY_IDA),ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,Normal/Others,"Near Shri Mangal Murti Bilding Javal, Agar Bajar Dadar (W)",2025-05-13,2026-08-18,3000000.0,462,Sanction,46.1,15.0,100.0,0.0,15.0,18.44,2.25,15.0,0.0,2.25,37.94,100.0,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 462 days.
WS/MP18354/2025-2026/166017-Development of playfields and sports grounds,Chhattisgarh,SURGUJA(Collector Surguja_IDA),CHINTAMANI MAHARAJ,SARGUJA(ST),Normal/Others,AKASHWANI CHOWK STHITH NAVIN ZILA BATMINTON HALL ME AWASHYAK MARAMMAT AVAM PUTAI KARYA,2025-01-16,2026-02-10,422000.0,390,Vendor Identification,46.0,15.0,100.0,0.0,15.0,18.4,2.25,15.0,0.0,2.25,37.9,100.0,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 390 days.
WS/MP017/2026-2027/160023-Construction of road under bridge,Tamil Nadu,"Ranipet(District Collector, Ranipet_2)",S. Jagathrakshakan,ARAKKONAM,Normal/Others,construction of Cement road and bridge near Erimannur village,2024-12-19,2026-06-15,3389297.0,543,Physical Inspection,46.1,15.0,100.0,0.0,15.0,18.44,2.25,15.0,0.0,2.25,37.94,100.0,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 543 days.
WS/MP18036/2025-2026/160899-Lighting of public spaces,Bihar,SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA),ARUN BHARTI,JAMUI(SC),Normal/Others,Installation of High Mast Light,2024-12-22,2025-12-12,993453.0,355,Physical Inspection,18.2,15.0,75.0,100.00000000000003,15.0,7.28,2.25,11.25,15.0,2.25,38.03,100.00000000000003,75.2,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 355 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
