project_id,payment_sequence,payment_date,payment_amount,progress_percent,sanction_amount,data_source
WS/MP826/2024-2025/135558-Construction of community centers and community halls,1,2025-03-01,138082.5,30,460275.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135558-Construction of community centers and community halls,2,2025-04-15,138082.5,60,460275.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135558-Construction of community centers and community halls,3,2025-05-30,184110.0,100,460275.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135559-Construction of footpaths and pedestrian ways,1,2025-03-01,135807.9,30,452693.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135559-Construction of footpaths and pedestrian ways,2,2025-04-15,181077.2,100,452693.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135564-Construction of community centers and community halls,1,2025-02-06,146200.8,30,487336.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135564-Construction of community centers and community halls,2,2025-03-23,146200.8,60,487336.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135564-Construction of community centers and community halls,3,2025-05-07,194934.4,100,487336.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135566-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-02-06,144960.0,30,483200.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135566-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-03-23,193280.0,100,483200.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135568-Street lights,1,2025-02-06,139951.5,30,466505.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135568-Street lights,2,2025-03-23,186602.0,100,466505.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135570-Street lights,1,2025-02-06,139951.5,30,466505.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135570-Street lights,2,2025-03-23,186602.0,100,466505.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135572-Development of playground,1,2024-12-28,144945.3,30,483151.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135572-Development of playground,2,2025-01-02,289890.6,40,483151.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135573-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-02-06,145331.7,30,484439.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135573-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-03-23,145331.7,60,484439.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135573-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-05-07,193775.6,100,484439.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135574-Street lights,1,2025-02-06,123583.8,30,411946.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135574-Street lights,2,2025-03-23,123583.8,60,411946.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135574-Street lights,3,2025-05-07,164778.4,100,411946.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135575-Street lights,1,2025-02-06,142339.5,30,474465.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135575-Street lights,2,2025-03-23,142339.5,60,474465.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135575-Street lights,3,2025-05-07,189786.0,100,474465.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135576-Street lights,1,2025-02-06,138593.7,30,461979.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135576-Street lights,2,2025-03-23,138593.7,60,461979.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135576-Street lights,3,2025-05-07,184791.6,100,461979.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135583-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135583-Street lights,2,2025-03-23,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135584-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135584-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135584-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135585-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135585-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135585-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135586-Street lights,1,2025-10-06,117312.9,30,391043.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135586-Street lights,2,2025-11-20,117312.9,60,391043.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135586-Street lights,3,2026-01-04,156417.2,100,391043.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/135587-Construction of common work sheds/ common covered sitting area,1,2024-12-14,79011.3,30,263371.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/135587-Construction of common work sheds/ common covered sitting area,2,2025-01-28,105348.4,100,263371.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135588-Street lights,1,2025-02-06,121604.4,30,405348.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135588-Street lights,2,2025-03-23,162139.2,100,405348.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135589-Development of playground,1,2026-10-02,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135589-Development of playground,2,2026-11-16,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135589-Development of playground,3,2026-12-31,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135590-Construction of additional rooms and halls in the existing public and community building,1,2026-10-02,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135590-Construction of additional rooms and halls in the existing public and community building,2,2026-11-16,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135592-Street lights,1,2025-02-06,121604.4,30,405348.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135592-Street lights,2,2025-03-23,121604.4,60,405348.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135592-Street lights,3,2025-05-07,162139.2,100,405348.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135593-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,135000.0,30,450000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135593-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,135000.0,60,450000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135593-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,180000.0,100,450000.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135594-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-02-06,149927.7,30,499759.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135594-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-03-23,149927.7,60,499759.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135594-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-05-07,199903.6,100,499759.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135595-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,135000.0,30,450000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135595-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,135000.0,60,450000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135595-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,180000.0,100,450000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135596-Street lights,1,2025-02-06,119029.2,30,396764.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135596-Street lights,2,2025-03-23,119029.2,60,396764.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135596-Street lights,3,2025-05-07,158705.6,100,396764.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135597-Street lights,1,2026-08-21,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135597-Street lights,2,2026-10-05,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135597-Street lights,3,2026-11-19,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135598-Street lights,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135598-Street lights,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135599-Street lights,1,2025-04-28,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135599-Street lights,2,2025-05-03,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135599-Street lights,3,2025-05-08,300000.0,40,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135600-Construction of community centers and community halls,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135600-Construction of community centers and community halls,2,2025-07-22,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135600-Construction of community centers and community halls,3,2025-09-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135601-Street lights,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135601-Street lights,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135602-Street lights,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135602-Street lights,2,2025-07-22,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135602-Street lights,3,2025-09-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP826/2025-2026/135603-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP826/2025-2026/135603-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135604-Street lights,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135604-Street lights,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135639-Providing drains and gutters for public drainage,1,2024-10-11,132261.3,30,440871.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135639-Providing drains and gutters for public drainage,2,2024-11-25,132261.3,60,440871.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135639-Providing drains and gutters for public drainage,3,2025-01-09,176348.4,100,440871.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135640-Providing drains and gutters for public drainage,1,2024-10-11,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135640-Providing drains and gutters for public drainage,2,2024-11-25,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135640-Providing drains and gutters for public drainage,3,2025-01-09,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135641-Providing drains and gutters for public drainage,1,2024-10-11,146762.7,30,489209.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135641-Providing drains and gutters for public drainage,2,2024-11-25,146762.7,60,489209.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135641-Providing drains and gutters for public drainage,3,2025-01-09,195683.6,100,489209.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135642-Providing drains and gutters for public drainage,1,2024-10-11,143359.8,30,477866.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135642-Providing drains and gutters for public drainage,2,2024-11-25,191146.4,100,477866.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135643-Providing drains and gutters for public drainage,1,2024-10-11,60000.0,30,200000.0,DEMO / SIMULATED DATA
WS/MP18006/2024-2025/135643-Providing drains and gutters for public drainage,2,2024-11-25,80000.0,100,200000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135645-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,120000.0,30,400000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135645-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,120000.0,60,400000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135645-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,160000.0,100,400000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135646-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,30000.0,30,100000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135646-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,40000.0,100,100000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135647-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135647-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135648-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135648-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,150000.0,60,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135648-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135649-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135649-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135650-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135650-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135651-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135651-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,150000.0,60,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135651-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135652-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135652-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,150000.0,60,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135652-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135653-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135653-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-11-21,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135654-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-08-28,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135654-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-09-02,150000.0,60,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135654-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2024-09-07,300000.0,40,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135655-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-18,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135655-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-02,150000.0,60,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135655-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-01-16,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135656-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-10-18,150000.0,30,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135656-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-02,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135658-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-23,600000.0,30,2000000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135658-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-01-07,600000.0,60,2000000.0,DEMO / SIMULATED DATA
"WS/MP18006/2024-2025/135658-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-02-21,800000.0,100,2000000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135678-Construction of common work sheds/ common covered sitting area,1,2024-11-01,149951.1,30,499837.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135678-Construction of common work sheds/ common covered sitting area,2,2024-12-16,199934.8,100,499837.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135679-Street lights,1,2024-11-01,104989.2,30,349964.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135679-Street lights,2,2024-12-16,104989.2,60,349964.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135679-Street lights,3,2025-01-30,139985.6,100,349964.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135680-Street lights,1,2024-11-01,104952.6,30,349842.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135680-Street lights,2,2024-12-16,104952.6,60,349842.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135680-Street lights,3,2025-01-30,139936.8,100,349842.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135681-Street lights,1,2024-11-01,103956.6,30,346522.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135681-Street lights,2,2024-12-16,138608.8,100,346522.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135682-Street lights,1,2024-11-01,104985.6,30,349952.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135682-Street lights,2,2024-12-16,104985.6,60,349952.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/135682-Street lights,3,2025-01-30,139980.8,100,349952.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135683-Construction of community centers and community halls,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135683-Construction of community centers and community halls,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135684-Street lights,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135684-Street lights,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135685-Construction of community centers and community halls,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135685-Construction of community centers and community halls,2,2025-07-22,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135686-Construction of additional rooms and halls in the existing public and community building,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135686-Construction of additional rooms and halls in the existing public and community building,2,2025-07-22,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135686-Construction of additional rooms and halls in the existing public and community building,3,2025-09-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135687-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135687-Street lights,2,2025-03-23,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135688-Street lights,1,2025-03-28,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135688-Street lights,2,2025-05-12,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135688-Street lights,3,2025-06-26,200000.0,100,500000.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135689-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-04-26,300000.0,30,1000000.0,DEMO / SIMULATED DATA
"WS/MP826/2024-2025/135689-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-06-10,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135690-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135690-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135690-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135692-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135692-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135692-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135693-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135693-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135693-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135694-Construction of boundary walls of existing public and community buildings,1,2025-04-19,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135694-Construction of boundary walls of existing public and community buildings,2,2025-06-03,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135695-Construction of public libraries and reading rooms,1,2025-04-28,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135695-Construction of public libraries and reading rooms,2,2025-05-03,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135695-Construction of public libraries and reading rooms,3,2025-05-08,300000.0,40,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135696-Street lights,1,2026-09-10,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135696-Street lights,2,2026-10-25,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2026-2027/135696-Street lights,3,2026-12-09,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135697-Construction of boundary walls of existing public and community buildings,1,2025-06-07,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135697-Construction of boundary walls of existing public and community buildings,2,2025-07-22,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135697-Construction of boundary walls of existing public and community buildings,3,2025-09-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135699-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135699-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135699-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135700-Street lights,1,2025-02-06,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135700-Street lights,2,2025-03-23,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135700-Street lights,3,2025-05-07,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135701-Construction of additional rooms and halls in the existing public and community building,1,2025-05-23,300000.0,30,1000000.0,DEMO / SIMULATED DATA
WS/MP826/2025-2026/135701-Construction of additional rooms and halls in the existing public and community building,2,2025-07-07,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135702-Providing drains and gutters for public drainage,1,2025-03-28,282722.7,30,942409.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135702-Providing drains and gutters for public drainage,2,2025-05-12,282722.7,60,942409.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135702-Providing drains and gutters for public drainage,3,2025-06-26,376963.6,100,942409.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135703-Construction of boundary walls of existing public and community buildings,1,2025-04-21,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135703-Construction of boundary walls of existing public and community buildings,2,2025-06-05,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP747/2024-2025/135704-Construction of community centers and community halls,1,2025-01-04,748725.3,30,2495751.0,DEMO / SIMULATED DATA
WS/MP747/2024-2025/135704-Construction of community centers and community halls,2,2025-02-18,748725.3,60,2495751.0,DEMO / SIMULATED DATA
WS/MP747/2024-2025/135704-Construction of community centers and community halls,3,2025-04-04,998300.4,100,2495751.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135706-Construction of footpaths and pedestrian ways,1,2025-04-21,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135706-Construction of footpaths and pedestrian ways,2,2025-06-05,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135706-Construction of footpaths and pedestrian ways,3,2025-07-20,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135707-Construction of footpaths and pedestrian ways,1,2025-03-28,138538.5,30,461795.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135707-Construction of footpaths and pedestrian ways,2,2025-05-12,138538.5,60,461795.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135707-Construction of footpaths and pedestrian ways,3,2025-06-26,184718.0,100,461795.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135708-Construction of footpaths and pedestrian ways,1,2025-03-01,149975.4,30,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135708-Construction of footpaths and pedestrian ways,2,2025-04-15,149975.4,60,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135708-Construction of footpaths and pedestrian ways,3,2025-05-30,199967.2,100,499918.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135709-Construction of foot over bridge (FOB),1,2025-03-01,149972.1,30,499907.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135709-Construction of foot over bridge (FOB),2,2025-04-15,199962.8,100,499907.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135710-Development of playground,1,2025-03-01,138819.6,30,462732.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135710-Development of playground,2,2025-04-15,185092.8,100,462732.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135711-Construction of community centers and community halls,1,2025-03-29,149999.7,30,499999.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135711-Construction of community centers and community halls,2,2025-05-13,149999.7,60,499999.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135711-Construction of community centers and community halls,3,2025-06-27,199999.6,100,499999.0,DEMO / SIMULATED DATA
WS/MP826/2024-2025/135712-Street lights,1,2025-02-06,139951.5,30,466505.0,DEMO / SIMULATED DATA
